year,document,page,category,keyword,sentence,extracted_numbers,commitment_strength,contains_timeline,contains_percentage
2023,Nike_2023_Impact_Report.pdf,97,circular,reuse,"W
hen this can’t be done, our ambition is 
to reuse or recycle waste materials back into our supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",weak,False,False
2023,Nike_2023_Impact_Report.pdf,97,circular,recycling,"In FY23, we achieved 98% waste diversion from landfill across the extended supply chain and increased our recycling rate in manufacturing, packaging, distribution centers and headquarters to 75%","{'percentages': [98.0, 75.0], 'years': [], 'other_numbers': ['98', '75']}",strong,False,True
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,We also increased the overall recycling rate of footwear and apparel manufacturing from 60% to 64%,"{'percentages': [60.0, 64.0], 'years': [], 'other_numbers': ['60', '64']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"CLOSED-LOOP RECYCLING
59
Polyester is a core material for NIKE footwear and apparel due to its performance and durability","{'percentages': [], 'years': [], 'other_numbers': ['59']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,polyester,"Because it is versatile, widely used, and can be replaced with recycled polyester with little to no compromise to material performance, aesthetic or texture, it is an ideal material for transitioning to recycled content at scale","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"While recycled polyethylene terephthalate 
(rPET) from recycled beverage containers or bottle flake is NIKE’s largest source of recycled polyester, we are also targeting polyester fabric waste in key locations where feedstock or advanced recycling
60 
technologies are available","{'percentages': [], 'years': [], 'other_numbers': ['60']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"Closed-loop recycling of
 
manufacturing scrap back into 
footwear and apparel or similar products is our highest aspiration as it takes pressure off virgin material supply chains and reduces reliance on bottle flake","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"In FY23, three suppliers started shipping 
polyester textile scraps to a new vendor for recycling into PET chips, which are used to make yarns and fabrics, some of which are then used in new NIKE products","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"The flow of textile scrap through these new channels will continue to scale, and this business model will be a template for scaling closed-loop recycling of textiles in NIKE’s source base","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,polyester,"In the years to come, solutions for blended 
textile materials, which are more challenging to recycle than materials made entirely from cotton or polyester, will need to be developed in order to continue our progress","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"In FY23, Converse expanded the use of 
a
 
reduced waste sock liner to kids’ styles, 
recycling 100% of the waste generated from the manufacturing process back into the product","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"59 C losed-loop recycling refers to NIKE manufacturing 
or other waste material that is included in the 
manufacturing of NIKE finished goods","{'percentages': [], 'years': [], 'other_numbers': ['59']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,recycling,"60
 A
dvanced recycling (feedstock recycling) refers to 
operations that aim to chemically degrade the collected plastics waste into its monomers or other basic chemicals","{'percentages': [], 'years': [], 'other_numbers': ['60']}",weak,False,False
2023,Nike_2023_Impact_Report.pdf,98,circular,reuse,The output may be reused for polymerization into new plastics for the production of other chemicals or as an alternative fuel,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"WASTE
OPEN-LOOP RECYCLING61
Seven waste types drive 75% of total 
footwear waste – rubber, mixed textiles, leather, synthetic leather, laminated foam, ethylene-vinyl acetate (EVA) foam or phylon foam, and cardboard cartons","{'percentages': [75.0], 'years': [], 'other_numbers': ['75']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,99,circular,recycled material,Cultivating and creating new markets for these types of waste to be processed into recycled materials is key to our zero-waste ambition,"{'percentages': [], 'years': [], 'other_numbers': []}",weak,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"To address this, we focus on the following: 
1    E mpowering and supporting suppliers 
to
 
cultivate and oversee local recyclers 
2    M arketing directly to targeted users 
in
 
other industries through our Nike  
Grind program 
3    W orking with innovation vendors to 
develop or demonstrate new or better 
technologies for creating value from scrap materials 
In FY23, footwear open-loop recycling increased from 47","{'percentages': [], 'years': [], 'other_numbers': ['1', '2', '3', '47']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"4%, driven by increased demand from existing local recycling markets, adding new recyclers in Vietnam and rebuilding the demand for recycled rubber used in sport surface applications post-COVID-19","{'percentages': [4.0], 'years': [], 'other_numbers': ['4', '19']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"As a result, the finished goods supplier producing the largest volume of Air Force 1 shoes was able to increase recycling rates from 54% to 93% in FY23","{'percentages': [54.0, 93.0], 'years': [], 'other_numbers': ['1', '54', '93']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,99,circular,Nike Grind,"NIKE GRINDThirty years ago, Nike  Grind  started with 
a few employees looking to find ways to give old shoes a new life","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"Through trial and error involving microwaves, water jets and the destruction of a perfectly good family clothes dryer, they built a sneaker recycling machine and established the Nike  Grind 
program","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycled material,"Soon after, a basketball court made with Nike  Grind was installed at our 
facility in Wilsonville, Oregon – marking the first of many real-world uses of these recycled materials","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,Nike Grind,"By collaborating with external companies to transform NIKE ’s 
unused materials into feedstock for new products, well over 140 million pounds of Nike Grind has been recycled to date","{'percentages': [], 'years': [], 'other_numbers': ['140']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,Nike Grind,"In China, Milwaukee Bucks star forward Giannis Antetokounmpo was on hand to unveil a new basketball court made with Nike Grind at Linfeng’e Elementary 
School in Guangzhou","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,Nike Grind,"By 2030, NIKE  Greater China has a goal to build 
100 Nike Grind courts across Greater China, 
empowering more children to keep moving and to make sport a daily habit","{'percentages': [], 'years': [2030], 'other_numbers': ['2030', '100']}",moderate,True,False
2023,Nike_2023_Impact_Report.pdf,99,circular,recycling,"61 O pen-loop recycling refers to the recycling of NIKE 
footwear waste by third parties, who subsequently use it 
to manufacture other non-NIKE products","{'percentages': [], 'years': [], 'other_numbers': ['61']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,99,circular,Nike Grind,"Unveiling a new basketball court made with Nike Grind at Linfeng’e Elementary School in Guangzhou with Giannis Antetokounmpo
FY23 NIKE, INC","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,reuse,"AIR 
MANUFACTURING INNOVATION (AIR MI)
At our Air MI facility in Vietnam, we 
went beyond reducing scrap rates in the production of NIKE  React foam by 
engineering the ability to reuse our own foam scrap without compromising product performance, quality or aesthetics","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,"In FY23, Air MI implemented PPE recycling in our Oregon and Missouri facilities focused on safety glasses, earplugs and single-use laboratory safety gloves","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,This program allows all of our employees to play a part in our recycling targets and responsibly disposing of PPE,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,"Our in-scope distribution centers in EMEA and Greater China geographies led the way, diverting 100% of their distribution center waste from landfill, leveraging both recycling and waste to energy solutions","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,"Looking ahead, we will continue to make progress on increasing recycling and enabling practical and responsible energy recovery options for the remaining waste that is landfilled in our APLA and North America geographies today","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,"63 F
ootwear recycling in post-consumer and unsold goods nearly doubled in FY23 vs","{'percentages': [], 'years': [], 'other_numbers': ['63']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,"FY22 due to new recycling partnerships established across geographies, resulting in the ability to recycle more footwear materials (and fewer materials and units going to waste to energy)","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,100,circular,Nike Grind,"Nike Grind Footwear Waste Volumes Recycled (Metric Tons)
WASTE SOURCE DISPOSITION METHOD FY20 FY21 FY22 FY23
Post-Industrial (Factory Scrap) Recycled into NIKE products and  other industry products 49,629 51,584 59,067 68,242
Post-Consumer + Unsold Goods62  
(Consumer Shoes + NIKE Samples and Defectives)Recycled into other industry products 79 170 556 1,10863
Total Footwear Materials  Recycled  4 9,708 51,754 59,6236469,350WASTE
WASTE RECYCLED
In FY23, the percentage of waste recycled in our distribution centers remained close to 85%","{'percentages': [85.0], 'years': [], 'other_numbers': ['49629', '51584', '59067', '68242', '79', '170', '556', '110863', '4', '9708', '51754', '596236469', '85']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,100,circular,recycling,We also continue to make progress on recycling and composting of non-corrugate and non-product waste,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,101,circular,reuse,"At NIKE’s scale, our goal is to rethink 
how products are sourced, made, used, returned, reused and ultimately reimagined as something new","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,101,circular,circular,"Circular business models can help NIKE to achieve this vision by maximizing refurbishment, donation and recycling for finished product waste (any product that can no longer be sold or used as intended, including products consumers no longer use)","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,101,circular,refurbished,"10x the amount of finished 
product waste refurbished, recycled or donated
In FY23, NIKE processed more than 
18 million units from consumer takeback programs and NIKE’s unsellable product (cosmetically flawed, aged or unsold inventory, samples or damaged returns) with 1","{'percentages': [], 'years': [], 'other_numbers': ['18', '1']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,101,circular,refurbished,"In FY23, we expanded our takeback programs across all geographies and achieved our target through the collection of post-consumer waste and unsellable inventory, which was refurbished, donated or recycled","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"NIKE REFURBISHED 
Extending the life of gently used footwear and apparel is a key, lower-impact way to reduce waste","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"Nike Refurbished extends the life of like-
new, gently worn or slightly imperfect NIKE footwear – primarily from online returns that cannot be restocked – using an in-house refurbishment process","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"NIKE refurbished more than 680,000 pairs of 
footwear and resold them across 96 stores in FY23","{'percentages': [], 'years': [], 'other_numbers': ['680000', '96']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"Nike Refurbished drives increased foot traffic to stores, and consumers appreciate the potential of finding a sold-out or otherwise limited product offering","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"In FY23, NIKE added apparel to our in-house 
refurbishment process, and sold refurbished apparel within three North American retail stores","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"The pilot resonated with consumers, and we are scaling Nike Refurbished apparel to additional stores in North America and Europe in FY24","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,refurbished,"Long term, we are working to scale Nike 
Refurbished across all of our marketplaces through technology improvements, expanding to more retail stores, and offering a digital marketplace for refurbished footwear and apparel","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,circular,RE-CREATIONNIKE’s Re-Creation Program moves us closer to our vision of a circular economy by testing new formats that use both pre-consumer and post-consumer product waste,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,circular,"Leveraging circular design principles, the new trial program combines creativity and innovation by locally sourcing vintage and obsolete NIKE fabrics to create new locally designed and manufactured products, which are then exclusively sold to local consumers","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,circular,"With plans to expand into new markets in FY25, we look forward to furthering NIKE’s innovative work toward creating a more circular future","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,102,circular,recycling,"In FY23, NIKE expanded our product takeback services, across Recycling + Donate, Reuse-A-Shoe and Recycle-A-Shoe, to 435 stores globally and digital channels with over 450,000 units of end-of-life consumer products collected","{'percentages': [], 'years': [], 'other_numbers': ['435', '450000']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,Nike Grind,"Footwear units were recycled via Nike Grind and turned into base materials for 
the playing surface, and apparel units were recycled into fiber panels and turned into storage bins","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"Whether the waste source is finished products or manufacturing scrap, our aspiration is to scale textile-to-textile recycling","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"We made progress recycling footwear as well, with finished product footwear waste recycling rates increasing to 37% in FY23","{'percentages': [37.0], 'years': [], 'other_numbers': ['37']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"Over the past three decades, we’ve built footwear recycling machines in North America and Europe and contracted with others with similar technologies","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,By identifying and signing this new customer we have increased our footwear recycling rate in North America from 13% in FY22 to 53% in FY23,"{'percentages': [13.0, 53.0], 'years': [], 'other_numbers': ['13', '53']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"RECYCLING
When a product is at the end of its functional life and cannot be refurbished or donated, our goal is to recycle it and give its apparel and footwear materials a new life","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"In North America, we introduced a fiber reclamation process to repurpose mixed textile waste into cushioning for products across the sports equipment, automotive  and building industries, recycling more than 16 tons of fiber","{'percentages': [], 'years': [], 'other_numbers': ['16']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,103,circular,recycling,"And in Greater China, we launched an apparel waste recycling program in partnership with Tongji University to develop textile-to-textile recycling technologies which will return fiber back to its original use state","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,circular,"Re-Creation is experimenting with a unique, 
hyper-local circular business model","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,circular,"Once Sarah’s designs were complete, LeLab+, a Paris-based textile manufacturer specializing in circular approaches, produced the collection","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,repair,"How will it be repaired, cleaned, refurbished and disassembled","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,repair,"”
In addition to creating processes for 
revaluation, upcycling and repair, LeLab+ gives special attention to traceability, in part to ensure client projects are aligned to EU standards like revaluing deadstock","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,105,transparency,traceability,"”
In addition to creating processes for 
revaluation, upcycling and repair, LeLab+ gives special attention to traceability, in part to ensure client projects are aligned to EU standards like revaluing deadstock","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,reuse,"”“ At Nike’s scale, there’s a 
responsibility to consider 
the complete solution to how 
product is sourced, made, used, 
returned, reused and ultimately reimagined as something 
new","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,105,circular,circular,"Re-Creation provides a 
unique opportunity to co-create 
product inspired by hyper-local 
sport culture together with 
like-minded collaborators, and 
to build best practices for more 
circular product creation","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,107,water,water efficiency,3% improvement in water efficiency since FY20,"{'percentages': [3.0], 'years': [], 'other_numbers': ['3']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,107,water,wastewater,"They accomplished this through innovative measures, including software-driven liquor ratio optimization, heat recovery and installing a state-of-the-art advanced wastewater treatment technologies such as membrane bioreactors","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,107,circular,recycling,"Additionally, select suppliers66 optimized 
their wastewater recycling through Reverse Osmosis Systems, resulting in a 25% reduction in freshwater usage compared to
 
FY20 baselines","{'percentages': [25.0], 'years': [], 'other_numbers': ['25']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,107,water,wastewater,"Additionally, select suppliers66 optimized 
their wastewater recycling through Reverse Osmosis Systems, resulting in a 25% reduction in freshwater usage compared to
 
FY20 baselines","{'percentages': [25.0], 'years': [], 'other_numbers': ['25']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,107,water,water reduction,"These efforts build on our existing work across water reduction and restoration and focus on the intersectionality between water, climate, and community health and engagement","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,107,water,water reduction,"As a part of this work, we continue to make progress toward our 2025 water reduction target with our three fold strategy","{'percentages': [], 'years': [2025], 'other_numbers': ['2025']}",moderate,True,False
2023,Nike_2023_Impact_Report.pdf,108,water,water footprint,This is particularly important when we consider cotton sourcing – our highest volume and most water-intensive raw material – which accounts for around 80% of NIKE’s water footprint,"{'percentages': [80.0], 'years': [], 'other_numbers': ['80']}",moderate,False,True
2023,Nike_2023_Impact_Report.pdf,109,water,water stewardship,"Despite widespread damage, WWF Pakistan continued to work in the region taking on an expanded project scope, including helping local communities with water decontamination interventions and management of water-borne diseases, as well as providing water stewardship education and training","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,109,circular,reuse,"In the first year, the project focused on installing water stewardship and replenishment interventions, including rainwater harvesting systems, groundwater recharge wells, floating treatment wetlands, water storage tanks and ablution water reuse systems in the Ucchali Complex, Ayubia National Park and South Punjab regions","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,109,water,water stewardship,"In the first year, the project focused on installing water stewardship and replenishment interventions, including rainwater harvesting systems, groundwater recharge wells, floating treatment wetlands, water storage tanks and ablution water reuse systems in the Ucchali Complex, Ayubia National Park and South Punjab regions","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,109,social,diversity,"2BWATER
 AUSTRALIA
From FY20-FY22, NIKE supported a two-phase project in Australia’s Murray–Darling basin, in collaboration with TNC Australia, that helped to legally establish and register a
 
conservation covenant, contributing to 
gains in local biodiversity and ecological health","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,110,circular,circular,"Chemistry choices can impact the recyclability of our materials, and a cleaner chemistry approach helps us identify and replace substances over time that could prohibit future material reuse in a circular economy","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,111,chemicals,hazardous chemicals,This also includes strict compliance with our Restricted Substances List (RSL) and the Zero Discharge of Hazardous Chemicals (ZDHC) Manufacturing Restricted Substances List (MRSL),"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,111,chemicals,ZDHC,"We actively participate in chemistry focused groups such as the Apparel and Footwear International RSL Management (AFIRM) Group and the ZDHC Foundation, supporting the development of transparent guidelines, tools and training programs","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,111,chemicals,chemical management,These initiatives have reduced conflicting requirements for the global supply chain and provided capability improvement pathways for chemical management and compliance alike,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,111,circular,circular,We see chemistry as a differentiator in our industry and a key to our circular future,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,111,circular,circular,"Our
 
targets are designed to advance safer 
materials and help enable a more robust circular economy","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,112,circular,recycling,"5    N PEO Free Recycling (NPEO): NPEOs 
are a detergent once used in our industry and still used in some adjacent industries","{'percentages': [], 'years': [], 'other_numbers': ['5']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,118,social,diversity,"We are committed to increasing the quality, quantity and diversity of youth coaches around the world, because if kids can see it, they can be it","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2023,Nike_2023_Impact_Report.pdf,125,social,inclusion,"By providing coaches the necessary 
education and training to examine their own biases, Coaching HER recognizes the relational dynamic between a coach and athlete is the key factor in girls’ feelings of inclusion and belonging","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,128,social,inclusion,These organizations promote empowerment and inclusion that serve the disability community and girls and women,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,136,social,diversity,"At Nike, we are expanding access to sport 
and play for kids by increasing the quality, 
quantity and diversity of coaches who help young athletes fall in love with sport now and stay active for life","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,142,climate,greenhouse gas,"We have obtained external assurance on 
select reported metrics, including energy consumption and renewable electricity use in
 
owned or operated facilities; Scope 1 
and
 
2 greenhouse gas (GHG) emissions; 
a
 
subset of Scope 3 GHG emissions 
including commercial air travel; and cumulative water restoration funding","{'percentages': [], 'years': [], 'other_numbers': ['1', '2', '3']}",moderate,False,False
2023,Nike_2023_Impact_Report.pdf,144,circular,circular,"ISSUE PRIORITIZATION 
OVERALL ISSUE PRIORITIZATION MATRIX 2023
Business Impact
Environmental/Social Impact
TIER 1
1 
 F
orced Labor
2 
 H
ealth and Safety in the 
Supply Chain
3 
 E
mployee Health and Safety
4 
 S
upply Chain Management 
and Transparency
5 
 L
abor Rights in the 
Supply Chain
6 
 P
roduct Design 
and Circularity7  GH G Emissions
8 
 W
ater Use and Replenishment
9 
 M
aterial Waste
10 
 E
mployee Diversity, Equity 
and Inclusion
11 
 R
enewables and Energy Use
12 
 T
ransparency and Reporting
13 
 E
thical Business Practices
14 
 B
usiness ResilienceTIER 215 
 E
mployee Engagement  
and Well-being
16 
 B
iodiversity and Land Use
17 
 M
aterials Sourcing
18 
 W
orkforce Development  
in the Supply Chain
19 
 A
ir and Water Pollution
20 
 P
romotion of Social Inclusion
21 
 C
ybersecurity, Data Privacy 
and Protection22  Con sumer Transparency  
and Safety
23 
 He
althy Lifestyles
24 
 I
ndirect Supplier Diversity
25 
 Bra
nd Value Alignment
26 
 E
mployee Development
27 
 C
hemicals Management
28 
 R
esponsible Use of Innovation 
and TechnologyTIER 329 
 I
nclusive Products 
and Services
30 
 C
ommunity Impact
31 
 A
dvocacy and Public 
Policy Practices
32 
 E
nvironmentally Friendly 
Workplaces and Practices 
Business ImpactTIER 3 TIER 2 TIER 11
2
3
4576
8
119
12
10
14
131518
21221716
2619
20
24
25272823
2930
31
32
FY23 NIKE, INC","{'percentages': [], 'years': [2023], 'other_numbers': ['2023', '1', '1', '2', '3', '4', '5', '6', '8', '9', '10', '11', '12', '13', '14', '215', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '329', '30', '31', '32', '3', '2', '11', '2', '3', '4576', '8', '119', '12', '10', '14', '131518', '21221716', '2619', '20', '24', '25272823', '2930', '31', '32']}",moderate,True,False
2023,Nike_2023_Impact_Report.pdf,144,social,health and safety,"ISSUE PRIORITIZATION 
OVERALL ISSUE PRIORITIZATION MATRIX 2023
Business Impact
Environmental/Social Impact
TIER 1
1 
 F
orced Labor
2 
 H
ealth and Safety in the 
Supply Chain
3 
 E
mployee Health and Safety
4 
 S
upply Chain Management 
and Transparency
5 
 L
abor Rights in the 
Supply Chain
6 
 P
roduct Design 
and Circularity7  GH G Emissions
8 
 W
ater Use and Replenishment
9 
 M
aterial Waste
10 
 E
mployee Diversity, Equity 
and Inclusion
11 
 R
enewables and Energy Use
12 
 T
ransparency and Reporting
13 
 E
thical Business Practices
14 
 B
usiness ResilienceTIER 215 
 E
mployee Engagement  
and Well-being
16 
 B
iodiversity and Land Use
17 
 M
aterials Sourcing
18 
 W
orkforce Development  
in the Supply Chain
19 
 A
ir and Water Pollution
20 
 P
romotion of Social Inclusion
21 
 C
ybersecurity, Data Privacy 
and Protection22  Con sumer Transparency  
and Safety
23 
 He
althy Lifestyles
24 
 I
ndirect Supplier Diversity
25 
 Bra
nd Value Alignment
26 
 E
mployee Development
27 
 C
hemicals Management
28 
 R
esponsible Use of Innovation 
and TechnologyTIER 329 
 I
nclusive Products 
and Services
30 
 C
ommunity Impact
31 
 A
dvocacy and Public 
Policy Practices
32 
 E
nvironmentally Friendly 
Workplaces and Practices 
Business ImpactTIER 3 TIER 2 TIER 11
2
3
4576
8
119
12
10
14
131518
21221716
2619
20
24
25272823
2930
31
32
FY23 NIKE, INC","{'percentages': [], 'years': [2023], 'other_numbers': ['2023', '1', '1', '2', '3', '4', '5', '6', '8', '9', '10', '11', '12', '13', '14', '215', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '329', '30', '31', '32', '3', '2', '11', '2', '3', '4576', '8', '119', '12', '10', '14', '131518', '21221716', '2619', '20', '24', '25272823', '2930', '31', '32']}",moderate,True,False
